pattern,Position,DeterministicFollow,DeterministicPosition,Follow,MarkBefore
((m(mk|(kk)*)*mm((mk)*k|k|(k|m)*(k(km)*)*)*m|k(kk*m|mmm)*(mkmkmmk)*m(m|m*)*mkkmm((mm*)*mm)*kmm)*k(m|m)mkmkmkk|kk*mkm*k*mm*mkm)*|kk(mm*)*k(kk*)*kmmmmk|kmmkmkmkkkk(m*m(kk)*mkkm|kkmm(kk*|km)*)*(km)*(mkkmmmkk*k*m|k(m|k))*|mkkm*kkk*kk(mm)*k|mm(mm)*k|m*|(m|mkmm|m|k|mkmkkkkm(m*|m)*mmk)kkm|k*kmmm(mk|m)*((mk|mm*(k*m)*kkkm)*m(m|k)*kkmmk*m*(kk)*m*m|mkk*)*|kkm,200,2511,2780,150,2469
(ztz|tt*tz(z|(z(ztz*z*t)*)*|(zzzzzz)*t*(zz)*|z(z*t)*z*zz|zt|ztzttt*(zz)*tt*tt*(z*|tt)*zt*|ztz|tztttzzz*t(tz)*tt*|zt|tztttzt)ttz(ttt*|t*)*)*zzzzzzt(tt)*zt|ttt|zztzt|(ztz*)*|zzt|z(t*|(zz)*)|ztzz|t*(zz|ttt)*(zt*|t*|(t|t))((z|t*z)tt|tz(zt*)*ttt*)*zz|tztz*t*tzztzzt*(zz|t)*t*z*z*|tz|tttt(tt*z)*tz*tttt*(tzt*|z*ztttzzz|(t(zz*t)*zz|t*z)*t(tt(zz)*|zt)*)*zzt,200,3990,4128,153,3861
((v|nv(n*|vnv))*vn|vv*vn(vv)*v|nnvv*v*vvn|v|vvvnn(vn|n(n|(v*v*)*)*vnv*vnvvnv*)*(v(nv)*)*|v*v*vvv|nvvnv*vnv(v*nvn)*vnnnvv*|(vv)*(v|nnn*)*v*|(v*n)*(n(nn)*)*n(vv|nv)(v(n|v)*vv)*(n|nnnvv)*nnn(nvvvn(v|vn))*vnn(n(nn*v)*)*(v*(nv*)*(vv)*(vvv)*)*(nvvvvnv*v|(nv|v*v|(nv)*)vvv(v*vv)*(vn|(nv)*vnvnn(n*|v)*)*(n*n*n*nn)*vnv|vnv)*(v|v(n|n)(n*(v*n)*v|n)*)*(n(nn)*n|v)*vnn|(nn)*nnnv|nvnv|v*nnnvn)*,200,2404,2615,149,2317
((xxx*u*u*)*xxu*xx|ux(x|xx)xx(ux)*(uuuu|((xu|xu)x|ux|xx*uxxu*uu|x(u*u)*)*xx(xx|xx)*(xx*ux*xxxu(xxx)*x*(xx)*xxux)*x*uuxuu(ux)*|xxxu))*(xu(xu)*uuxuuuu|xu|uuxxxu*uuxu|xuxux(xu)*uxx((u|x*x|x)*xxu)*(ux|uuux(x|u*)*)*xx*uuxxx|xu|u*xuux|xx*(u|xx|xuuxu|xx(xx)*xuu)*uxux)*(xx(uxux*xu*(uu)*xu)*(xx|x|u*ux|uxx|ux*uxuuu|(uxxx)*)*)*x*uxxx(xxu)*,200,9170,9672,152,9139
(b(em)*|evv*(eve(ue)*)*|b*v*|uu(mv*)*|(vu)*mb(b*m)*mu*u(v|v*)ueevebv*b((e|m*v|vv)*(u(uv)*e(b*m*ev)*)*|v(bm)*vu)*)*v(vvu|eu*(bu)*)*uvmmu*mum((vbeeu*|b)*ub*)*b|e(u*vbb*u|b|m*|u|e((e|m*bvmeb(ub)*u*(b|b)v(vu)*vbvm*(m*e)*ebu)*(b|u)*)*|(vm)*(ev)*(bu)*v|(bv*)*(ee)*|buvv*(e*bb)*uv(mee*evev*u)*)(u*|v)|ebvu(v*e|b|b|e)*(uu)*vme|v*(ev*bb*(uv|uvvb)*mb*v*bbvum(v|m)*(bv)*|m|v*|ubb)*v(ev)*b*v(mbbbm)*vb*e*,200,359,386,147,349
(p|(gfg*(ff(fg)*)*)*(p|g)*u|ffg(fg)*pfg*pfu*xfgupuxu|f*uxfpxuu|ffgp|f*uxuu(gp(pg)*)*gxxg|gu|u*(fg|ggfpggg*p(g|f)*fpf*f)*|xggu(gu*)*ug(fp)*(((fp)*|pg)*ff*ux|fpf|(p|f)*(u*pgfupg|(u*pup*)*)*(fp|(px)*x|p)|(p*((u|f)*xuu)*|xpfux)*xuxx|uf(u|fg*ff((p*u)*(gg*)*|(pg)*)*(pp|pfggff|(gu(pp)*p*x)*pgx)*xu*|xg*f)*pxuu|(gf)*((g|p*)x*|gfp(ux)*p*up|u|((gu)*gu(x*p)*p*xu*)*u(x|u)*(f|(p|p)pu*g)*)*))*,200,718,793,141,696
(l*o*ln*nzl(o|r|l)*(rl)*z|rzzr|no(lr*(o|o))*)*oro*|(r|r)(oorl((zrl)*n|r)*noznol*l)*|(ll|(r|z)z*z*o|zlnz|(r(ll)*)*o*(ll)*rr(rzn|no|z(ozo|n(n*n)*)*z(on)*)*)*zno|zl*n(nrnz*)*nron*o(rz)*z*|o(r*|n)*zrn*z|zrrroon*l*zlor(lzn*)*n(z|oo|(n|n*))*|(zo)*z*noz|onlzr|(n|z)lzo*|rnr*(zoll)*(ozzlon(onzz(l|o)or)*)*((r|o)*ol|ln)*(rz((nll)*o|(r*o)*|r*z*n)*nz(z*l)*(r|l)*zn(l*r)*(zr)*|r*zol*rollnn*)*,200,237,272,146,226
ii*aka|iva*|kjjiaiajaa|kv(av|iija*k|v*iiakiv*jvkav|(jki)*(j*v*)*)*(vjv|v|ki*a*k)*kj*(kvvi*)*ji|j*aj*k(v*|v*(vj)*vj)*(vkja)*(j*a*kja)*ki(aj)*kka(jj|i|jk(kk)*)*aa*(aja)*kj|v((i|a)*ij|(((a(k|i)*)*a(v(jv)*jja*v)*)*|a|v(k|j)*jkji*i))*ki|vv*avkkika(i|vii(vi*)*)*|(jj*jiv)*(v(jj*iv|jk*j))*((v|v*|(ka)*|(a(v|j*))*)a*(kv)*iak|i(ki)*)*ai|jki((i|jj|(ka)*vi|ii)*(ii)*)*vkaj|ia*aviijak,200,217,242,144,208
(wu|n|d|(w|f)*|dnd*)w*udwfdnn*nu*f(fwfdw*n*f(u*u)*(f(n|f|f*)*)*n*|w|(wd)*)*duf*w(du*d)*(n*((n*(fw*)*nudf|(nd)*)n|dwdnwfu|u|nu(dfwn)*)*ufwuf|ff*f*f(fdu)*ufwnfuwww(f*f)*dn|d*uuudfwu*ff*w|nw*(wu)*|dw*)*|wd|(dfddf*)*uwn|u|ddu(wn)*((un*f*w)*d(fdn)*fd*dd*)*dnu(u|(w*nn*n|wwd)*)*|nu*u*nfuwuuuw|ffn(ff)*u*wu|ud|((dunu((w|n|f)*(n*u*n*)*)*(ud*)*w*dd|w)*nwufu((dfu*)*wuw)*fu*)*,200,188,215,143,182
i((v|(pz*p*vpv|izzv*ips(z(si*)*)*svvi*i*ipvv(v(ip)*)*zss|zii)*i(iv)*|(p(pzi(sis*)*iv)*(z|ss)*)*|s(pv)*ps*v*zsp|(ip*p|s|si|(p|s*)*)*s|zi|p*pis*siz*)*((pzpv)*z|z*|piz*zpi)*ziz*ipzzvsivivzspzp*p*v(s*v(i((i*p(zp)*)*|siz))*(vs)*|(v|iz*is(v(s*zi*zv)*|(pi)*))*s(piis)*zz*v(zz)*vzviz|pvvi*spszi(ip)*z|i|izs(z*s*v)*vpv|isz(vv*vsi)*pp|z(z(ip)*)*(ppziviips|izp*(p|s)*)*)*)*,200,532,551,152,506
(j(vssj*)*vv*(i*(ii)*(sj*s(jv)*)*|vsov(oi)*)*iv|ivjji(i|j*os)(j|s|i)*oisovjjss|isjs*j(j*s(ijj|(vv(i*|v))*)is(vi)*(s*|oi)*i|ov*v*)*((vo*si(j*o(o*s)*i*i)*sj*o*is(ivj|iii)*)*|(iivsjjsvo(ivj)*i*sioissooovjv*vs(o|i)*j|v*i|o)*)svs*jv(io)*isssio*s|vji|v|(i*(os)*(jo|s)*)*ij|i*o(v(sj|oioi*io)*)*(ij)*jo|vo*oii|ji*ioo|vo|i(iiv*oo*jvs)*is|vi|(j|is(oj)*i|j*isj*o)*)*,200,651,718,143,643
x|(ox)*of*(f|f|ox*)|xdx*qooqo(f*q*xxf((xxd*)*q|q)*oxq|ddd(xx)*)*(d*|x)*o*o(f|do*q)|((xqff)*d*d|q|q(oqd(xo)*)*)*qod((od)*odfd(x*|f*qq*(df)*d*qf*)*fq*fdf|(xqxxq*|xfxox*|fxq)*)*qqdoxqo|oxf|od(x|d)*q*|x*fdq|(fq|d*q)ffxq*qxq(dx)*q*d|dxx|(od*o)*o|xd*d|f*qxqxfxx|dqxqdofo(fq(od)*x*f)*f(x*|f)*(od)*od|(d|f)o(xo)*oqqfooqxdof|f(of)*(xoqf*off)*((fo)*o(fodd)*xq)*,200,171,201,151,170
(ll*(rrt)*lttgtrrg(dd)*d(ll)*|((d(g|g))*dr*ddg)*((dr(gl)*trdlg(dl)*(r*l)*rd|tll*rt|(l|l)*)*(rrr*gddr*)*)*|(t|g)*|(tdrl(tl)*)*|(t(l|rt*)*tr(trr)*ggrr(ld*)*t*lrdt*td|ttd(rg)*|r|gr(l*l)*t*gl*ld)*lgdt*rdtdt(dt)*dld*l|dl|tg(l|gl)*dd(r*dr)*((ld)*lrld|tdd)dr|l*(tr)*g|dd|dglr|l(t*|d)*g(ll)*|l|rtlt*(r|l)rl*|gltt*(rg)*r*lg(r*|g*|lr*)*(tl*r)*(d(rr*t*|gl))*lldr(rgrd*)*ldr*g|dg|r)*,200,453,495,142,451
gafg*|(mf)*tg(m|tt(tm*)*)*mt|(aa)*t*f((a(ma)*|fm*f)t*|mfmf)*mg*mtagagagft*(a(gg*)*(m*t*maa*a|mf*a*a)*)*(gm(t|m)*gt*|gt*fa|(g*|f)*f*m(mfgtfg*t*|(a|f))*(aftg*m|(tff)*gtgm)*g(g*|g)t(m|m))*afat(at*a*tg)*taga|a|t*t*(ammm(gag)*aafffg|mt*g|((f*|ft(a|ta*|(t*a)*|m*gf(gt)*(mff(f*t)*)*)((f|m)aa)*g*af)f|t*(aa*ma)*)*m(af)*|t(ttf)*a*aatmf(at*af*m)*(tama|ma*)*((a|f|fmtgtf*fg*agf*t*)*(fgg*)*)*),200,297,330,149,285
f(pbsyy)*pg(v(ry)*)*y(vb)*(p*(gs)*(s|r)*)*(cvbftry(tg)*fv*s(bs)*|tgr)*((y*(spp)*tbpv(f*|p)*(b|f|v*fcp)*tp|prbc(g*(gb)*yt)*vb*bby*cbf)*|tfgv(pb)*vbfyfyrfstggyc*|r(cf*)*(fcb(vs)*|pt)*rsc|(t|(gg)*)y*(c(ct)*)*pfvg(cgcc*)*|(c*tp|c|vr|cpc*cvfc)(f|y(vgr)*)*psbbv|r|rgtt|f*psc|fgv)*sfs*v(bg)*(csgc)*p*s*|r(s(y*y*vcg)*)*(bs|t*)*tpytsgvgb|tp|r|c|fp*p(vc)*bvfb|(tt*)*,200,205,233,154,203
(u|(ya)*(e(c|e|a*)*zuys*c*)*aa*uut|p*ye|px|ap|c(apxe)*(pua|((a|a)se(eu)*zx*u)*)(ss)*t*(a*ca)*aup((c|xc)(c*ay)*)*u(au)*zt|cytyaaez*auutstyapet|a*zs(ay)*|(ysx|s)*|(szca*zt|se(ze*s|eaza*u(p(x*|z)aeyzt)*)*)*(sc*et|ae*z*p|yp)*(zs*euc*p|a|ueu|x)*|aec((ey)*(zec)*tzez|asuu*xpx*xp|ptxs|aca(tx)*atyu(u*(cacc)*)*(pzasc*sut)*s|ps(xu(x*xys)*)*yyspc(c*(c|c*))*xx)),200,163,203,150,160
d(x*bs|dkgks|rlelx)*|r*r|((e(e*x*)*b*b)*(el)*((kdab)*a(xl*)*|e*a)*rgk(sba|r*l)((al)*g(k|a)xbsar(ll)*dg)*|(xd)*skrgllee)*ek*sgd*|a*xgsrebalbgd*l(((((grs)*|bg*b|b*l*)*((b|dx|d*)d*(sbe|ee(ke)*sg))*)*sslx|(k|e)*a|r|dsk|ax*(rdesxdabag(k|x*s)axrd)*)*|bbdll|(bb)*|skgxd*g*bb(rr*a(ad)*)*x|xr|(xx*ll)*x*s*|e|leb*ex*askl)deae*rs*dl(la*dlxgbd|ek*(bd)*|drg*l)ked,200,174,211,156,171
(w|cdcqqq|c((p*x)*m|d)*)*(rx)*|we|rd(w|qdjpj*rx*cc|ee(md)*erc*rw|j(ew*)*(cjmr*m*wdjd|d|r|wwj)*e((cxm*)*|cdwwq|mwxm)*|q|(xdx)*|((eeew*p(c(wd)*pd)*mp)*(d|e)*)*)wweex(c|m)*c*|jc*r|r(mx)*mpe*c*|q*x(xdjjc*pd|ex*)*rxqmm*j|(edw)*xr|p|mpqppjwcq|x|(r|c*)wj(p*r*)*(xrx*|w)*ed(jc)*r|x|x*(q(d|jmj)*)*(qe*p)*cmjxxqxm*c*q(xw)*wrx*(r*d)*mwccjmxd*|pq(rmq*)*jexe|c|wcrq,200,166,204,146,164
o|ng(kbc)*bkfnccfb*goa|bac((k*|(b|c))km)*|(nmg)*((((u|co|m|aa)*b*fmacf*m|on*ub(mk)*(a|g)*)*mnc(gfmkm(g|m)ma(a|n)*ugoba(mukucoa|gnk|o|fob*(gf(o*un)*)*)*a|((fan)*|unk)(mo|(uggg)*|cmn(mg)*ubcbn*)(kkuc((ck(nkkg*)*m(kco*gg)*)*|(oofn(g(k*n*)*)*)*)(fkn|fcab*|kmn)*)*mabku*k*aob(o*a)*c*|on(g*n*|(cg|a*)*)u*u|caa|f(oa|gnb)m(gk)*)*)*(back(oo)*)*)*n*f(cb(ucm)*(oa)*ok)*((b|kbu*)*n*kf)*,200,190,226,160,185
uxx|btnihcnu*n*hnub(((n(c*|x)*nt*)*divdb*(nxc)*)*v|x|bc)*(u|vi)tvx|b*(b*|d(d*|vn)*)tc|(un)*c(vh*)*bbh*|ui*i|(d|x)*v*|c(t*|d)bt(n|t)*|(bi)*nx|(hii|(hcu*dxvn)*(bx*x)*((d*v(vi)*|dvt)*dxu*ch*c(tiuih|hu*i)*n|ihx)*(xv*(iivc(h*c)*xu)*bu(xh)*dn)*hvnibtuvxv*|x*idd)*(bu*)*|ucvnvc(idv)*hvii*n|tc*u|h*v*b*i*dxn*uuchdi(v*bd|n)*tb*v(dcvuh)*(vi)*((bin*vi|nu*b|udv)*dtc)*,200,194,238,151,192
osazzh*j|j|ezv(bz*)*ea*ae(je)*ja*zbzabzsvzs(e*zv)*jv|o(w|wbsj)(h(oh|j*a)*wz|b)*o|b*z(awe|b*zb)*aj*ohowvjh*((s*|vj)s|o)*(sba*|a|a)*osw|zvs|(wh(s*|z)*vowhbs)*vh*asze*vvzzj(s*h)*(z|z)*(v(h*h)*veh*)*b(sj|ebzz)*wjo(ow)*b*|bh|(jww|s|jbhhjwwh)e|ww(sj*(v|vvv*e)*(vo*j|s|z|v|(bb)*)*zo(((ss|a*|szb*bo*sjbj*|sh(vsb)*o|ob*(vs*)*bo)z*a*)*w*ash)*(v(h*|vbaz)*)*)*|av,200,167,210,140,164
bebuzeuk|ztwegzbbtzk*|uz*zz(u*u)*|k|d*b|utktzbz|t*g*y(u*wg*zzy)*(tdb|u|tb*(gb)*dwtww)|(bytw)*(uwt(tuy)*e*z*ybu(zd)*zy*|b|k*yubez*t(eu*)*bze*((k|y)*(u*z*g)*e|k)*wk*uwgbb*|duyukdd*t*z(kb|u)*|t*zgg*y|kyuduubwe|t*buk|(k*b*)*)*(gg|tz*ebtk(z|(kt)*)*g|zu(ud)*(wg)*|(b|ky*u)*(u|t)*kggyw|yky(d*e*)*|zg|zu*e(d*|e)kt(ugy)*(ub)*tuwyuk*(db|dd*)*e|gg*z)*|k*|zg,200,191,225,150,183
((c|ciz|l|z)*i|wzt*(i(il)*|((tsk)*|tiiz|z))*(ttt)*kvc|dtdlki|zkwv*kvk|tv*v*|i|li|(dwvsikw(zl)*v*dii(vi)*wl)*kszwlkcsvds(c*t)*v*l((ll)*|kcd(wvv)*i*s*(tt)*)*wc|wk*vtt|vsd*k|cwlczi|(zd*|sw|svtwl|tz|d|ck|(cv)*k*(zw*)*sl)*llll((i*vztk(kz)*|ss)zwk*)*tww*wkltwl(i(ckslsv)*)*|c|t|ddlvcd(vls)*k|(it*)*lcsdi|dti(c*z*)*s(tsw)*|(dz)*|svst*|wkw*lkz)*,200,180,216,151,177
hz(nz)*tt*(t|n)(jz)*|dp((w*pph|pwc)*hwczd|xz)*h(jt(jd)*hc)*(w|j|jd*)*wjd|(znj|ptjdt)*(pc|tz)*((j*jwx*n|xjnn(z|n)nnph(t|hzt)*)*zx*|ndtptjc)*x(pc)*(tzw)*h*tcdhntcxdz|chxnhzc*wp*|c((z|zh)*txj*|dn|wpdc*|(n(dp)*chcz*d*wz)*t(tc)*)*((htw|cptd|xt|dd)*n(jt)*j|ctwxw|(jt*c*p)*dtj*jp*((p|hzdnh(zt)*|cjd)*(((t*(z*n)*)*|zw)(p*j)*)*nw|n(nh)*c|w(zxdd)*pdhjjj*np|xt*)*)*,200,191,221,153,185
